facility_code,work_order_number,functional_location,work_order_description,order_type,planner_group,user_status,abc_field,work_centre,maint_activ_type,latest_allowable_finish_date,system_status
F3FA,81078059,F3FA-H-SA,F3FA 2W Safety checklist.,UM01,PDN,WCOM SAFC,I,OPS,SFC,4/6/2017,CLSD CNF  NMAT PRC  SETC
F3FA,81078067,F3FA-P-WHXM-W01,Vendor 12M tests & maintenance F1Well F3,UM01,NMC,WCOM PLAN PASS SAFC DFRD,L,OPS,SFC,11/30/2017,REL  GMPS NMAT PRC  SETC
F3FA,81078068,F3FA-F-HVAC-CLO,Fire Dampers Function Check - F3,UM01,INS,WCOM SAFC,I,INST,SFC,7/15/2017,CLSD CNF  NMAT PRC  SETC
F3FA,81078074,F3FA-H-SARE-MOBBOA-Z8011,Weekly Maintenance FRC - F3,UM01,MEC,WCOM SAFC,I,MECH,SFF,3/30/2017,CLSD CNF  NMAT PRC  SETC
F3FA,81078075,F3FA-H-SAEE-BOAFLB-Z8010,Weekly Maintenance FF-LB - F3,UM01,MEC,WCOM SAFC,I,MECH,SFF,3/30/2017,CLSD CNF  NMAT PRC  SETC
F3FA,81078204,F3FA-H-FFFW-FPDPMP,Weekly Testrun DFWP - F3,UM01,MEC,WCOM SAFC,I,MECH,SFC,4/4/2017,CLSD CNF  NMAT PRC  SETC
F3FA,81078428,F3FA-H-FFFW-FPDPMP,Weekly Testrun DFWP - F3,UM01,MEC,WCOM SAFC,I,MECH,SFC,4/24/2017,CLSD CNF  NMAT PRC  SETC
F3FA,81078440,F3FA-H-FFFW-FPDPMP,Weekly Testrun DFWP - F3,UM01,MEC,WCOM SAFC,I,MECH,SFC,4/9/2017,CLSD CNF  NMAT PRC  SETC
F3FA,81078442,F3FA-H-SARE-MOBBOA-Z8011,Weekly Maintenance FRC - F3,UM01,MEC,WCOM SAFC,I,MECH,SFF,4/7/2017,CLSD CNF  NMAT PRC  SETC
F3FA,81078443,F3FA-H-SAEE-BOAFLB-Z8010,Weekly Maintenance FF-LB - F3,UM01,MEC,WCOM SAFC,I,MECH,SFF,4/7/2017,CLSD CNF  NMAT PRC  SETC
F3FA,81078493,F3FA-U-CASA-COM,M117 2W Start Emergency Air Compressor,UM01,MEC,WCOM,K,MECH,SFF,4/14/2017,CLSD CNF  NMAT PRC  SETC
F3FA,81078532,F3FA-H-SARE-MOBBOA-Z8011,Weekly Maintenance FRC - F3,UM01,MEC,WCOM SAFC,I,MECH,SFF,4/12/2017,CLSD NMAT PRC  SETC
F3FA,81078533,F3FA-H-SAEE-BOAFLB-Z8010,Weekly Maintenance FF-LB - F3,UM01,MEC,WCOM SAFC,I,MECH,SFF,4/12/2017,CLSD NMAT PRC  SETC
F3FA,81078676,F3FA-H-SA,F3FA 2W Safety checklist.,UM01,PDN,WCOM SAFC,I,OPS,SFC,4/27/2017,CLSD CNF  NMAT PRC  SETC
F3FA,81078682,F3FA-C-NAAD,Basecrew Nav-Aids maintenance F3,UM01,ELE,WCOM SAFC,I,ELEC,SFC,8/5/2017,TECO CNF  NMAT PRC  SETC
F3FA,81078684,F3FA-H-FFFW-FPDPMP,Weekly Testrun DFWP - F3,UM01,MEC,WCOM SAFC,I,MECH,SFC,4/20/2017,CLSD CNF  NMAT PRC  SETC
F3FA,81078685,F3FA-H-SARE-MOBBOA-Z8011,Weekly Maintenance FRC - F3,UM01,MEC,WCOM SAFC,I,MECH,SFF,4/20/2017,CLSD CNF  NMAT PRC  SETC
F3FA,81078686,F3FA-H-SAEE-BOAFLB-Z8010,Weekly Maintenance FF-LB - F3,UM01,MEC,WCOM SAFC,I,MECH,SFF,4/20/2017,CLSD CNF  NMAT PRC  SETC
