facility_code,work_order_number,functional_location,work_order_description,order_type,planner_group,user_status,abc_field,work_centre,maint_activ_type,latest_allowable_finish_date,system_status
GROV,81003903,GROV-P-WHXM-W04SSV-13XV401,M800  Sub Service Safety Valve Well 401,UM01,MEC,WCOM,U,MECH,SFC,1/28/2013,CLSD NMAT PRC  SETC
GROV,81003948,GROV-P-PGME-EXPSDV-27XV001,V024 12M XV Exportline to J6A-CT,UM01,MEC,WCOM,U,MECH,SFC,3/24/2013,CLSD CNF  NMAT PRC  SETC
GROV,81003950,GROV-P-WHSS-WSTREC-18XV510,VO24 DV Process Gas from Subsea Wellhead,UM01,MEC,WCOM,U,MECH,SFC,3/24/2013,CLSD NMAT PRC  SETC
GROV,81003959,GROV-U-CHCI-INJPU1-42PSV001A,Q011 48M PSV Recertification,UM01,MEC,WCOM,U,MECH,SFC,9/10/2012,CLSD NMAT PRC  SETC
GROV,81003960,GROV-U-CHCI-INJPU2-42PSV001B,Q011 48M PSV Recertification,UM01,MEC,WCOM,U,MECH,SFC,9/10/2012,CLSD NMAT PRC  SETC
GROV,81004005,GROV-F-HVAC-CLO,"I350 6M F&G Action, Closure Devices",UM01,MEC,WCOM,U,MECH,SFC,2/8/2013,CLSD CNF  NMAT PRC  SETC
GROV,81004006,GROV-F-HVAC-CLO000,"I350 6M F&G Action, Closure Devices Zone",UM01,MEC,WCOM,U,MECH,SFC,2/8/2013,CLSD CNF  NMAT PRC  SETC
GROV,81004010,GROV-P-WHXM-W01MAV-13XV102,M800 6M XV Upper Master Valve Well 101,UM01,MEC,WCOM,U,MECH,SFC,2/8/2013,CLSD CNF  NMAT PRC  SETC
GROV,81004014,GROV-P-WHXM-W01WIV-13XV103,M800 6M XV Wing Valve Well 101,UM01,MEC,WCOM,U,MECH,SFC,2/8/2013,CLSD CNF  NMAT PRC  SETC
GROV,81004016,GROV-P-WHXM-W02MAV-13XV202,M800 6M XV Upper Master Valve Well 201,UM01,MEC,WCOM,U,MECH,SFC,2/8/2013,CLSD CNF  NMAT PRC  SETC
GROV,81004018,GROV-P-WHXM-W02WIV-13XV203,M800 6M XV Wing Valve Well 201,UM01,MEC,WCOM,U,MECH,SFC,2/8/2013,CLSD CNF  NMAT PRC  SETC
GROV,81004020,GROV-P-WHXM-W03MAV-13XV302,M800 6M XV Upper Master Valve Well 301,UM01,MEC,WCOM,U,MECH,SFC,2/8/2013,CLSD CNF  NMAT PRC  SETC
GROV,81004022,GROV-P-WHXM-W03WIV-13XV303,M800 6M XV Wing Valve Well 301,UM01,MEC,WCOM,U,MECH,SFC,2/8/2013,CLSD CNF  NMAT PRC  SETC
GROV,81004025,GROV-P-WHXM-W04MAV-13XV402,M800 6M XV Upper Master Valve Well 401,UM01,MEC,WCOM,U,MECH,SFC,2/8/2013,CLSD CNF  NMAT PRC  SETC
GROV,81004588,GROV-U-HLCR-EL1,V005 - 12M - Vendor Inspection Crane,UM01,MEC,WCOM,U,MECH,SFC,5/9/2013,CLSD CNF  GMPS NMAT PRC  SETC
GROV,81004670,GROV-U-HLCR-EL1HOI-L8101H1,Q003 36M Crane Ball Hook Inspection,UM01,MEC,WCOM,U,MECH,SFC,2/26/2013,CLSD NMAT PRC  SETC
GROV,81004941,GROV-H-SAEE-BOAWLB,V004 12M Vendor Life Boat Inspection,UM01,NMC,WCOM,U,OPS,SFC,11/20/2012,CLSD GMPS NMAT PRC  SETC
GROV,81005066,GROV-U-HLCR-EL1HOI-L8101H1,Q003 36M Crane Ball Hook Inspection,UM01,MEC,WCOM,U,MECH,SFC,8/25/2013,CLSD NMAT PRC  SETC
GROV,81006022,GROV-U-FUGO-STOTNK-62TB001,M251 36M Diesel Storage Tank 62-TB-001,UM01,MEC,WCOM,U,MECH,SFC,1/30/2014,CLSD CSER NMAT PRC  SETC
GROV,81006042,GROV-S-MOHD-CONNET,Q023 Deck Construction Perimeter Netting,UM01,MEC,WCOM,U,MECH,SFC,8/5/2013,CLSD CNF  NMAT PRC  SETC
GROV,81006225,GROV-P-PGME-EXPSDV-27XV001,V024 12M Leaktest XV Exportline to J6a,UM01,PDN,WCOM,U,OPS,SFC,5/2/2013,CLSD NMAT PRC  SETC
GROV,81006226,GROV-P-WHSS-WSTREC-18XV510,V024 12M Leaktest SDV Process Gas SubsWH,UM01,PDN,WCOM,U,OPS,SFC,5/2/2013,CLSD NMAT PRC  SETC
GROV,81006700,GROV-P-WHXM-W02SSV-13XV201,M800  Sub Service Safety Valve Well 201,UM01,MEC,WCOM,U,MECH,SFC,7/22/2013,CLSD NMAT PRC  SETC
GROV,81006839,GROV-P-WHXM-W01SSV-13XV101,M800 Sub Service Safety Valve Well 101,UM01,MEC,WCOM,U,MECH,SFC,7/26/2013,CLSD NMAT PRC  SETC
GROV,81006843,GROV-P-WHXM-W03SSV-13XV301,M800 Sub Service Safety Valve Well 301,UM01,MEC,WCOM,U,MECH,SFC,7/27/2013,CLSD NMAT PRC  SETC
GROV,81006846,GROV-P-WHXM-W04SSV-13XV401,M800  Sub Service Safety Valve Well 401,UM01,MEC,WCOM,U,MECH,SFC,7/27/2013,CLSD NMAT PRC  SETC
GROV,81006933,GROV-P-WHXM-W01CAS-13PT101,I400 24M Inner Annulus Casing Well 101,UM01,INS,WCOM,U,INST,SFC,12/12/2013,CLSD CNF  NMAT PRC  SETC
GROV,81006934,GROV-P-WHXM-W01CAS-13PT102,I400 24M Middle Annulus Casing Well 101,UM01,INS,WCOM,U,INST,SFC,12/12/2013,CLSD CNF  NMAT PRC  SETC
GROV,81006939,GROV-P-WHXM-W02CAS-13PT201,I400 24M Inner Annulus Casing Well 201,UM01,INS,WCOM,U,INST,SFC,12/12/2013,CLSD CNF  NMAT PRC  SETC
GROV,81006940,GROV-P-WHXM-W02CAS-13PT202,I400 24M  Middle Annulus Casing Well 201,UM01,INS,WCOM,U,INST,SFC,12/12/2013,CLSD CNF  NMAT PRC  SETC
GROV,81006942,GROV-P-WHXM-W03CAS-13PT301,I400 24M  Inner Annulus Casing Well 301,UM01,INS,WCOM,U,INST,SFC,12/12/2013,CLSD CNF  NMAT PRC  SETC
GROV,81006945,GROV-P-WHXM-W03CAS-13PT302,I400 24M  Middle Annulus Casing Well 301,UM01,INS,WCOM,U,INST,SFC,12/12/2013,CLSD CNF  NMAT PRC  SETC
GROV,81007060,GROV-F-HVAC-CLO,"I350 6M F&G Action, Closure Devices",UM01,MEC,WCOM,U,MECH,SFC,8/7/2013,CLSD CNF  NMAT PRC  SETC
GROV,81007061,GROV-F-HVAC-CLO000,"I350 6M F&G Action, Closure Devices Zone",UM01,MEC,WCOM,U,MECH,SFC,8/7/2013,CLSD CNF  NMAT PRC  SETC
GROV,81007065,GROV-P-WHXM-W01MAV-13XV102,M800 6M XV Upper Master Valve Well 101,UM01,MEC,WCOM,U,MECH,SFC,8/7/2013,CLSD CNF  NMAT PRC  SETC
GROV,81007076,GROV-P-WHXM-W01WIV-13XV103,M800 6M XV Wing Valve Well 101,UM01,MEC,WCOM,U,MECH,SFC,8/7/2013,CLSD CNF  NMAT PRC  SETC
GROV,81007078,GROV-P-WHXM-W02MAV-13XV202,M800 6M XV Upper Master Valve Well 201,UM01,MEC,WCOM,U,MECH,SFC,8/7/2013,CLSD CNF  NMAT PRC  SETC
GROV,81007080,GROV-P-WHXM-W02WIV-13XV203,M800 6M XV Wing Valve Well 201,UM01,MEC,WCOM,U,MECH,SFC,8/7/2013,CLSD CNF  NMAT PRC  SETC
GROV,81007083,GROV-P-WHXM-W03MAV-13XV302,M800 6M XV Upper Master Valve Well 301,UM01,MEC,WCOM,U,MECH,SFC,8/7/2013,CLSD CNF  NMAT PRC  SETC
GROV,81007085,GROV-P-WHXM-W03WIV-13XV303,M800 6M XV Wing Valve Well 301,UM01,MEC,WCOM,U,MECH,SFC,8/7/2013,CLSD CNF  NMAT PRC  SETC
GROV,81007091,GROV-P-WHXM-W04MAV-13XV402,M800 6M XV Upper Master Valve Well 401,UM01,MEC,WCOM,U,MECH,SFC,8/7/2013,CLSD CNF  NMAT PRC  SETC
GROV,81007744,GROV-C-NAAD,V301 12M Inspect GR NAVIGATION EQUIPMENT,UM01,NEL,WCOM,U,ELEC,SFC,11/1/2013,CLSD GMPS NMAT PRC  SETC
GROV,81007844,GROV-H-SAEE-BOAWLB,V004 -12- Insp Lifeboat davit launched,UM01,NMC,WCOM,U,MECH,SFC,11/20/2013,CLSD GMPS NMAT PRC  SETC
GROV,81007883,GROV-H-SAEE-DGE,Q017 24M Decending Gear,UM01,PDN,WCOM,U,OPS,SFC,2/3/2014,CLSD CNF  NMAT PRC  SETC
GROV,81008544,GROV-U-HLCR-EL1HOI-L8101H1,Q003 36M Crane Ball Hook Inspection,UM01,MEC,WCOM,U,MECH,SFC,2/21/2014,TECO NMAT PRC  SETC
GROV,81008821,GROV-P-PGME-EXPSDV-27XV001,M410 6M Closure Test Export to J6A-CT,UM01,PDN,WCOM,U,OPS,SFC,11/1/2013,CLSD CNF  NMAT PRC  SETC
GROV,81008822,GROV-P-WHSS-WSTREC-18XV510,M410 6M Closure Test Flowline Subsea,UM01,PDN,WCOM,U,OPS,SFC,11/1/2013,CLSD CNF  NMAT PRC  SETC
GROV,81009638,GROV-P-WHXM-W02SSV-13XV201,M800  Sub Service Safety Valve Well 201,UM01,MEC,WCOM,U,MECH,SFC,1/18/2014,CLSD CNF  NMAT PRC  SETC
GROV,81009804,GROV-P-WHXM-W01SSV-13XV101,M800 Sub Service Safety Valve Well 101,UM01,MEC,WCOM,U,MECH,SFC,1/22/2014,CLSD CNF  NMAT PRC  SETC
GROV,81009807,GROV-P-WHXM-W03SSV-13XV301,M800 Sub Service Safety Valve Well 301,UM01,MEC,WCOM,U,MECH,SFC,1/23/2014,CLSD CNF  NMAT PRC  SETC
GROV,81009810,GROV-P-WHXM-W04SSV-13XV401,M800  Sub Service Safety Valve Well 401,UM01,MEC,WCOM,U,MECH,SFC,1/23/2014,CLSD CNF  NMAT PRC  SETC
GROV,81010005,GROV-F-HVAC-CLO,"I350 6M F&G Action, Closure Devices",UM01,INS,WCOM,U,INST,SFC,2/3/2014,CLSD CNF  CSER NMAT PRC  SETC
GROV,81010006,GROV-F-HVAC-CLO000,"I350 6M F&G Action, Closure Devices Zone",UM01,INS,WCOM,U,INST,SFC,2/3/2014,CLSD CNF  CSER NMAT PRC  SETC
GROV,81010012,GROV-P-WHXM-W01MAV-13XV102,M800 6M XV Upper Master Valve Well 101,UM01,PDN,WCOM,U,OPS,SFC,2/3/2014,CLSD CNF  CSER NMAT PRC  SETC
GROV,81010016,GROV-P-WHXM-W01WIV-13XV103,M800 6M XV Wing Valve Well 101,UM01,PDN,WCOM,U,OPS,SFC,2/3/2014,CLSD CNF  CSER NMAT PRC  SETC
GROV,81010020,GROV-P-WHXM-W02MAV-13XV202,M800 6M XV Upper Master Valve Well 201,UM01,PDN,WCOM,U,OPS,SFC,2/3/2014,CLSD CNF  CSER NMAT PRC  SETC
GROV,81010022,GROV-P-WHXM-W02WIV-13XV203,M800 6M XV Wing Valve Well 201,UM01,PDN,WCOM,U,OPS,SFC,2/3/2014,CLSD CNF  CSER NMAT PRC  SETC
GROV,81010026,GROV-P-WHXM-W03MAV-13XV302,M800 6M XV Upper Master Valve Well 301,UM01,PDN,WCOM,U,OPS,SFC,2/3/2014,CLSD CNF  CSER NMAT PRC  SETC
GROV,81010028,GROV-P-WHXM-W03WIV-13XV303,M800 6M XV Wing Valve Well 301,UM01,PDN,WCOM,U,OPS,SFC,2/3/2014,CLSD CNF  CSER NMAT PRC  SETC
GROV,81010032,GROV-P-WHXM-W04MAV-13XV402,M800 6M XV Upper Master Valve Well 401,UM01,PDN,WCOM,U,OPS,SFC,2/3/2014,CLSD CNF  CSER NMAT PRC  SETC
GROV,81014657,GROV-P-PGME-EXPSDV-27XV001,V024 12M Leaktest XV Exportline to J6a,UM01,PDN,WCOM,U,OPS,SFC,5/2/2014,CLSD GMPS NMAT PRC  SETC
GROV,81014658,GROV-P-WHSS-WSTREC-18XV510,V024 12M Leaktest SDV Process Gas SubsWH,UM01,PDN,WCOM,U,OPS,SFC,5/2/2014,CLSD GMPS NMAT PRC  SETC
GROV,81016529,GROV-S-MOHD-CONNET,Q023 Deck Construction Perimeter Netting,UM01,MEC,WCOM,U,MECH,SFC,7/31/2014,CLSD CSER NMAT PRC  SETC
GROV,81016574,GROV-U-HLCR-EL1,Inspect GR Crane,UM01,NMC,WCOM,U,CRANE,SFC,4/29/2014,CLSD GMPS NMAT PRC  SETC
GROV,81017389,GROV-H-SAEE-BOAWLB,Vendor Service DL-Lifeboat - GR,UM01,NMC,WCOM,U,MECH,SFF,5/5/2014,TECO NMAT PRC  SETC
GROV,81019954,GROV-S-MOHD,Certify Helideck GR,UM01,NMC,WCOM,U,MECH,SFC,5/15/2014,TECO NMAT PRC  SETC
GROV,81021466,GROV-P-WHXM-W01SSV-13XV101,M800 Sub Service Safety Valve Well 101,UM01,MEC,WCOM,U,MECH,SFC,7/23/2014,CLSD CNF  NMAT PRC  SETC
GROV,81021467,GROV-P-WHXM-W02SSV-13XV201,M800  Sub Service Safety Valve Well 201,UM01,MEC,WCOM,U,MECH,SFC,7/19/2014,CLSD CNF  NMAT PRC  SETC
GROV,81021469,GROV-P-WHXM-W03SSV-13XV301,M800 Sub Service Safety Valve Well 301,UM01,MEC,WCOM,U,MECH,SFC,7/24/2014,CLSD CNF  NMAT PRC  SETC
GROV,81021472,GROV-P-WHXM-W04SSV-13XV401,M800  Sub Service Safety Valve Well 401,UM01,MEC,WCOM,U,MECH,SFC,7/24/2014,CLSD CNF  NMAT PRC  SETC
GROV,81021722,GROV-S-MOHD,Certify Helideck - GR,UM01,NMC,WCOM,U,MECH,SFC,5/15/2014,TECO GMPS NMAT PRC  SETC
GROV,81021737,GROV-F-HVAC-CLO,I350 6M Fire Dampers and Heaters,UM01,INS,WCOM,U,INST,SFC,8/3/2014,CLSD CNF  NMAT PRC  SETC
GROV,81021738,GROV-F-HVAC-CLO000,I350 6M Fire Dampers and Heaters,UM01,INS,WCOM,U,INST,SFC,8/3/2014,CLSD CNF  NMAT PRC  SETC
GROV,81021746,GROV-P-WHXM-W01MAV-13XV102,M800 6M XV Upper Master Valve Well 101,UM01,MEC,WCOM,U,MECH,SFC,8/3/2014,CLSD CNF  NMAT PRC  SETC
GROV,81021751,GROV-P-WHXM-W01WIV-13XV103,M800 6M XV Wing Valve Well 101,UM01,MEC,WCOM,U,MECH,SFC,8/3/2014,CLSD CNF  NMAT PRC  SETC
GROV,81021752,GROV-P-WHXM-W02MAV-13XV202,M800 6M XV Upper Master Valve Well 201,UM01,MEC,WCOM,U,MECH,SFC,8/3/2014,CLSD CNF  NMAT PRC  SETC
GROV,81021754,GROV-P-WHXM-W02WIV-13XV203,M800 6M XV Wing Valve Well 201,UM01,MEC,WCOM,U,MECH,SFC,8/3/2014,CLSD CNF  NMAT PRC  SETC
GROV,81021759,GROV-P-WHXM-W03MAV-13XV302,M800 6M XV Upper Master Valve Well 301,UM01,MEC,WCOM,U,MECH,SFC,8/3/2014,CLSD CNF  NMAT PRC  SETC
GROV,81021761,GROV-P-WHXM-W03WIV-13XV303,M800 6M XV Wing Valve Well 301,UM01,MEC,WCOM,U,MECH,SFC,8/3/2014,CLSD CNF  NMAT PRC  SETC
GROV,81021764,GROV-P-WHXM-W04MAV-13XV402,M800 6M XV Upper Master Valve Well 401,UM01,MEC,WCOM,U,MECH,SFC,8/3/2014,CLSD CNF  NMAT PRC  SETC
GROV,81022376,GROV-H-SAEE-BOAWLB,Inspect DL-LB - GR,UM01,NMC,WCOM,U,MECH,SFC,8/18/2014,CLSD GMPS NMAT PRC  SETC
GROV,81022377,GROV-S-MOHD-CONNET,Test Helideck Perimeter Safety Net - GR,UM01,NMC,WCOM,U,MECH,SFF,8/18/2014,CLSD NMAT PRC  SETC
GROV,81023563,GROV-U-HLCR-EL1,Vendor Maintenance Crane - GR,UM01,NMC,WCOM,U,MECH,SFF,8/29/2014,CLSD GMPS NMAT PRC  SETC
GROV,81029602,GROV-C-NAAD,V301 12M Inspect GR NAVIGATION EQUIPMENT,UM01,NEL,WCOM,U,ELEC,SFC,11/1/2014,CLSD CNF  GMPS NMAT PRC  SETC
GROV,81029784,GROV-P-PGME-EXPSDV-27XV001,M410 6M Closure Test Export to J6A-CT,UM01,PDN,WCOM,U,OPS,SFC,11/1/2014,CLSD CNF  NMAT PRC  SETC
GROV,81029785,GROV-P-WHSS-WSTREC-18XV510,M410 6M Closure Test Flowline Subsea,UM01,PDN,WCOM,U,OPS,SFC,11/1/2014,CLSD CNF  NMAT PRC  SETC
GROV,81030248,GROV-P-WHXM-W01,Vendor 12M tests & maintenance G1Well GR,UM01,NMC,WCOM OSUP,U,OPS,SFC,,CLSD NMAT PRC  SETC
GROV,81030249,GROV-P-WHXM-W02,Vendor 12M tests & maintenance G2Well GR,UM01,NMC,WCOM OSUP,U,OPS,SFC,,CLSD NMAT PRC  SETC
GROV,81030250,GROV-P-WHXM-W03,Vendor 12M tests & maintenance G3Well GR,UM01,NMC,WCOM OSUP,U,OPS,SFC,,CLSD NMAT PRC  SETC
GROV,81030251,GROV-P-WHXM-W04,Vendor 12M tests & maintenance G4Well GR,UM01,NMC,WCOM OSUP,U,OPS,SFC,,CLSD NMAT PRC  SETC
GROV,81030538,GROV-U-HLCR-EL1,Vendor Maintenance Crane - GR,UM01,NMC,WCOM,U,MECH,SFF,,CLSD GMPS NMAT PRC  SETC
GROV,81030955,GROV-F-HVAC-CLO,I350 6M Fire Dampers and Heaters,UM01,INS,WCOM,U,INST,SFC,2/3/2015,CLSD CNF  CSER NMAT PRC  SETC
GROV,81030956,GROV-F-HVAC-CLO000,I350 6M Fire Dampers and Heaters,UM01,INS,WCOM,U,INST,SFC,2/3/2015,CLSD CNF  CSER NMAT PRC  SETC
GROV,81031860,GROV-H-SAEE-BOAWLB,Basecrew Service DL-LB - GR,UM01,NMC,WCOM,U,MECH,SFF,,CLSD CNF  NMAT PRC  SETC
GROV,81032724,GROV-U-HLCR-EL1,Inspect Crane - GR,UM01,NMC,WCOM,U,MECH,SFC,,CLSD CNF  GMPS NMAT PRC  SETC
GROV,81032907,GROV-H-SAEE-BOAWLB,Vendor Service DL-Lifeboat - GR,UM01,NMC,WCOM PLT,U,MECH,SFF,,CLSD CNF  GMPS PRC  SETC
GROV,81034918,GROV-S-MOHD,Certify Helideck - GR,UM01,NMC,WCOM,U,MECH,SFC,5/15/2015,TECO NMAT PRC  SETC
GROV,81035019,GROV-P-PGME-EXPSDV-27XV001,V024 12M Leaktest XV Exportline to J6a,UM01,PDN,WCOM,U,OPS,SFC,5/2/2015,CLSD GMPS NMAT PRC  SETC
GROV,81035020,GROV-P-WHSS-WSTREC-18XV510,V024 12M Leaktest SDV Process Gas SubsWH,UM01,PDN,WCOM,U,OPS,SFC,5/2/2015,CLSD NMAT PRC  SETC
GROV,81035174,GROV-C-NAAD,Basecrew Nav-Aids maintenance GR,UM01,ELE,WCOM,U,ELEC,SFC,5/30/2015,CLSD CNF  NMAT PRC  SETC
GROV,81035185,GROV-F-HVAC-CLO000,Fire Dampers Integrity Test - GR,UM01,INS,WCOM,U,INST,SFC,5/2/2015,CLSD CNF  NMAT PRC  SETC
GROV,81035300,GROV-P-WHXM-W01,Vendor 6M test G1Well GR,UM01,NMC,WCOM,U,OPS,SFC,6/10/2015,CLSD CNF  GMPS NMAT PRC  SETC
GROV,81035301,GROV-P-WHXM-W02,Vendor 6M test G2Well GR,UM01,NMC,WCOM,U,OPS,SFC,6/10/2015,CLSD CNF  GMPS NMAT PRC  SETC
GROV,81035302,GROV-P-WHXM-W03,Vendor 6M test G3Well GR,UM01,NMC,WCOM,U,OPS,SFC,6/10/2015,CLSD CNF  GMPS NMAT PRC  SETC
GROV,81035303,GROV-P-WHXM-W04,Vendor 6M test G4Well GR,UM01,NMC,WCOM,U,OPS,SFC,6/10/2015,CLSD CNF  GMPS NMAT PRC  SETC
GROV,81039584,GROV-U-HLCR-EL1,Replace Crane Wire Rope & Block - GR,UM01,NMC,WCOM PLT,U,CRANE,SFF,,TECO GMPS PRC  SETC
GROV,81040480,GROV-H-SAEE-BOAWLB,Replace DL-LB Wire Ropes & M-Sling- GR,UM01,NMC,WCOM,U,MECH,SFF,,TECO CNF  NMAT PRC  SETC
GROV,81040486,GROV-H-SAEE-BOAWLB,Inspect DL-LB - GR,UM01,NMC,WCOM,U,MECH,SFC,,TECO CNF  NMAT PRC  SETC
GROV,81040487,GROV-S-MOHD-CONNET,Test Helideck Perimeter Safety Net - GR,UM01,NMC,WCOM,U,MECH,SFF,8/18/2015,CLSD CNF  NMAT PRC  SETC
GROV,81040872,GROV-U-HPWH-WCP,Vendor Service WHC Panel - GR,UM01,NIN,WCOM,U,INST,SFC,7/30/2015,TECO PRT  NMAT PRC  SETC
GROV,81041008,GROV-U-HLCR-EL1,Vendor Maintenance Crane - GR,UM01,NMC,WCOM,U,MECH,SFF,8/1/2015,TECO NMAT PRC  SETC
GROV,81041015,GROV-F-HVAC-CLO000,Fire Dampers Function Check - GR,UM01,INS,WCOM,U,INST,SFC,8/4/2015,CLSD CNF  NMAT PRC  SETC
GROV,81041026,GROV-U-HLCR-EL1,Basecrew Elec Maint Elec-Hydr Crane - GR,UM01,ELE,WCOM SAFC,U,ELEC,SFF,8/1/2015,CLSD CNF  NMAT PRC  SETC
GROV,81045202,GROV-P-PGME-EXPSDV-27XV001,M410 6M Closure Test Export to J6A-CT,UM01,PDN,WCOM,U,OPS,SFC,10/18/2015,CLSD NMAT PRC  SETC
GROV,81045203,GROV-P-WHSS-WSTREC-18XV510,M410 6M Closure Test Flowline Subsea,UM01,PDN,WCOM,U,OPS,SFC,10/18/2015,CLSD NMAT PRC  SETC
GROV,81045402,GROV-C-NAAD,Vendor Inspect Nav-Aids - GR,UM01,NEL,WCOM SAFC,U,ELEC,SFC,11/2/2015,CLSD CNF  GMPS NMAT PRC  SETC
GROV,81045487,GROV-P-WHXM-W01,Vendor 12M tests & maintenance G1Well GR,UM01,NMC,WCOM SAFC,U,OPS,SFC,11/13/2015,CLSD CNF  GMPS NMAT PRC  SETC
GROV,81045488,GROV-P-WHXM-W02,Vendor 12M tests & maintenance G2Well GR,UM01,NMC,WCOM SAFC,U,OPS,SFC,11/13/2015,CLSD CNF  GMPS NMAT PRC  SETC
GROV,81045489,GROV-P-WHXM-W03,Vendor 12M tests & maintenance G3Well GR,UM01,NMC,WCOM SAFC,U,OPS,SFC,11/13/2015,CLSD CNF  GMPS NMAT PRC  SETC
GROV,81045490,GROV-P-WHXM-W04,Vendor 12M tests & maintenance G4Well GR,UM01,NMC,WCOM SAFC,U,OPS,SFC,11/13/2015,TECO CNF  GMPS NMAT PRC  SETC
GROV,81045525,GROV-P-WHXM-W01CAS-13PT101,I400 24M Inner Annulus Casing Well 101,UM01,INS,WCOM SAFC,U,INST,SFC,11/14/2015,CLSD CNF  NMAT PRC  SETC
GROV,81045526,GROV-P-WHXM-W01CAS-13PT102,I400 24M Middle Annulus Casing Well 101,UM01,INS,WCOM SAFC,U,INST,SFC,11/14/2015,CLSD CNF  NMAT PRC  SETC
GROV,81045528,GROV-P-WHXM-W02CAS-13PT201,I400 24M Inner Annulus Casing Well 201,UM01,INS,WCOM SAFC,U,INST,SFC,11/14/2015,CLSD CNF  NMAT PRC  SETC
GROV,81045529,GROV-P-WHXM-W02CAS-13PT202,I400 24M  Middle Annulus Casing Well 201,UM01,INS,WCOM SAFC,U,INST,SFC,11/14/2015,CLSD CNF  NMAT PRC  SETC
GROV,81045531,GROV-P-WHXM-W03CAS-13PT301,I400 24M  Inner Annulus Casing Well 301,UM01,INS,WCOM SAFC,U,INST,SFC,11/14/2015,CLSD CNF  NMAT PRC  SETC
GROV,81045532,GROV-P-WHXM-W03CAS-13PT302,I400 24M  Middle Annulus Casing Well 301,UM01,INS,WCOM SAFC,U,INST,SFC,11/14/2015,CLSD CNF  NMAT PRC  SETC
GROV,81045581,GROV-H-SAEE-BOAWLB,Basecrew Service DL-LB - GR,UM01,MEC,WCOM SAFC,U,MECH,SFF,11/15/2015,CLSD CNF  NMAT PRC  SETC
GROV,81045745,GROV-U-HLCR-EL1,Vendor Maintenance Crane - GR,UM01,NMC,WCOM ORNP PLAN,U,MECH,SFF,,CLSD DLFL NCMP NMAT PRC  SETC
