facility_code,work_order_number,functional_location,work_order_description,order_type,planner_group,user_status,abc_field,work_centre,maint_activ_type,latest_allowable_finish_date,system_status
MJ6A,81057849,MJ6A-H-SAEE-BOAFLB,Basecrew Service FF-LB - J6,UM01,MEC,WCOM SAFC,U,MECH,SFF,8/12/2016,CLSD CNF  PRT  NMAT PRC  SETC
MJ6A,81057850,MJ6A-H-SAEE-BOAWLB,Basecrew Service DL-LB - J6,UM01,MEC,WCOM SAFC,U,MECH,SFF,8/12/2016,CLSD CNF  NMAT PRC  SETC
MJ6A,81057986,MJ6A-P-GCT1-TD1CWO-58PSV104,Q011 48M PSV Recertification,UM01,PDN,WCOM,U,OPS,SFC,8/16/2017,TECO CNF  CSER NMAT PRC  SETC
MJ6A,81057999,MJ6A-F-HVAC-CLO,Fire Dampers Function Check - J6,UM01,INS,WCOM SAFC,U,INST,SFC,8/15/2016,CLSD CNF  PRT  NMAT PRC  SETC
MJ6A,81058025,MJ6A-H-FFFW-FPDPMP-P5002,Weekly Testrun DFWP - J6,UM01,MEC,WCOM SAFC,U,MECH,SFC,4/25/2016,CLSD CNF  PRT  NMAT PRC  SETC
MJ6A,81058266,MJ6A-P-GCT1-TD1,M602 6M Air Intake Filters,UM01,MEC,WCOM SAFC,U,MECH,SFC,8/23/2016,CLSD CNF  NMAT PRC  SETC
MJ6A,81058267,MJ6A-U-FUF1-HE2PR1-60PSV004,Q011 48M PSV Recertification,UM01,PDN,WCOM SAFC,U,OPS,SFC,8/25/2016,CLSD CNF  NMAT PRC  SETC
MJ6A,81058313,MJ6A-H-SARE-MOBBOA-Z8003,Weekly Maintenance FRC - CT,UM01,MEC,WCOM SAFC,U,MECH,SFF,5/2/2016,CLSD CNF  NMAT PRC  SETC
MJ6A,81058314,MJ6A-H-SAEE-BOAFLB,Weekly Maintenance FF-LB - J6,UM01,MEC,WCOM SAFC,U,MECH,SFF,5/2/2016,CLSD CNF  NMAT PRC  SETC
MJ6A,81058315,MJ6A-H-SAEE-BOAWLB,Weekly Maintenance DL-LB - J6,UM01,MEC,WCOM SAFC,U,MECH,SFF,5/2/2016,CLSD CNF  NMAT PRC  SETC
MJ6A,81058486,MJ6A-U-FUF1-HE2PR2-60PSV010,Q011 48M PSV Recertification,UM01,PDN,WCOM SAFC,U,OPS,SFC,8/29/2016,CLSD CNF  NMAT PRC  SETC
MJ6A,81058518,MJ6A-P-PGW1-CW2VES-V3220,Q002 48M Pressure Vessels Inspection,UM01,NMC,WCOM SAFC,U,MECH,SFC,8/28/2016,CLSD CNF  NMAT PRC  SETC
MJ6A,81058521,MJ6A-U-HLCR-DH1,Basecrew Maintenance Crane - J6,UM01,MEC,WCOM SAFC,U,MECH,SFF,9/1/2016,CLSD NMAT PRC  SETC
MJ6A,81058522,MJ6A-U-HLCR-DH2,Basecrew Maintenance Crane - CT,UM01,MEC,WCOM SAFC,U,MECH,SFF,9/1/2016,CLSD NMAT PRC  SETC
MJ6A,81058523,MJ6A-P-PGW2-CW1VES-V3252,Q002 48M Pressure Vessels Inspection,UM01,NMC,WCOM SAFC,U,MECH,SFC,8/28/2016,CLSD CNF  NMAT PRC  SETC
MJ6A,81060779,MJ6A-P-PGP1-IS2BDV-30XV983,O105 1M Test Blow Down Valve K1A Slugcat,UM01,PDN,WCOM SAFC,U,OPS,SFC,9/5/2016,CLSD CNF  NMAT PRC  SETC
MJ6A,81060797,MJ6A-H-SARE-MOBBOA-Z8003,Weekly Maintenance FRC - CT,UM01,MEC,WCOM SAFC,U,MECH,SFF,5/15/2016,CLSD CNF  NMAT PRC  SETC
MJ6A,81060798,MJ6A-H-SAEE-BOAFLB,Weekly Maintenance FF-LB - J6,UM01,MEC,WCOM SAFC,U,MECH,SFF,5/15/2016,CLSD CNF  NMAT PRC  SETC
MJ6A,81060799,MJ6A-H-SAEE-BOAWLB,Weekly Maintenance DL-LB - J6,UM01,MEC,WCOM SAFC,U,MECH,SFF,5/15/2016,CLSD CNF  NMAT PRC  SETC
MJ6A,81060927,MJ6A-P-PGI1-K4AREC-06PT068,I400 24MPT Flowline Receiving K4AD,UM01,INS,WCOM SAFC,U,INST,SFC,9/12/2016,CLSD CNF  PRT  NMAT PRC  SETC
MJ6A,81060954,MJ6A-F-HVAC-CLO,Fire Dampers Function Check - J6,UM01,INS,WCOM SAFC,U,INST,SFC,9/15/2016,CLSD CNF  NMAT PRC  SETC
MJ6A,81061255,MJ6A-U-FUF2-SCRBDV-60XV013,O105 3M Test Blow Down Valve Scubber,UM01,PDN,WCOM SAFC,U,OPS,SFC,9/23/2016,CLSD CNF  NMAT PRC  SETC
MJ6A,81061278,MJ6A-P-GCT1-OUTBDV-31XV107,O105 6M Blow-Down-Valve,UM01,PDN,WCOM SAFC,U,OPS,SFC,9/23/2016,CLSD CNF  NMAT PRC  SETC
MJ6A,81061420,MJ6A-H-FFFW-FPDPMP-P5002,Weekly Testrun DFWP - J6,UM01,MEC,WCOM SAFC,U,MECH,SFC,6/9/2016,CLSD CNF  NMAT PRC  SETC
MJ6A,81061432,MJ6A-P-PGD1-CDDSDV-53XV001,I061 12M Actuator inspection,UM01,INS,WCOM SAFC,U,INST,SFC,9/30/2016,CLSD CNF  PRT  NMAT PRC  SETC
MJ6A,81061473,MJ6A-H-SARE-MOBBOA-Z8003,Weekly Maintenance FRC - CT,UM01,MEC,WCOM SAFC,U,MECH,SFF,6/9/2016,CLSD CNF  NMAT PRC  SETC
MJ6A,81061474,MJ6A-H-SAEE-BOAFLB,Weekly Maintenance FF-LB - J6,UM01,MEC,WCOM SAFC,U,MECH,SFF,6/9/2016,CLSD CNF  NMAT PRC  SETC
MJ6A,81061475,MJ6A-H-SAEE-BOAWLB,Weekly Maintenance DL-LB - J6,UM01,MEC,WCOM SAFC,U,MECH,SFF,6/9/2016,CLSD CNF  NMAT PRC  SETC
MJ6A,81061788,MJ6A-U-HLCR-DH1,Vendor 5YR Crane Maintenance - J6,UM01,NMC,WCOM PLT  SAFC DFRD,U,MECH,SFF,12/31/2016,TECO PCNF GMPS PRC  SETC
